id,purchase_id,product_id,quantity,unit_cost,line_total
341a4fb0-c71c-4fc6-902c-a1baff4ad715,8ace2da8-ae75-40ca-bd87-d956858f1a4c,c43f017f-7168-44b9-a220-61235d3e7fc6,46,110.53,5084.38
5d8d7f49-370c-4cde-982f-2a1c4e476499,22ff9c95-6c16-4f7c-bfb9-e60596830ce5,a06f1df5-be73-410d-8c85-d463df710286,19,514.41,9773.79
5fce221f-2d8d-400c-aa92-d1056578c961,22ff9c95-6c16-4f7c-bfb9-e60596830ce5,6f638e12-4a21-461f-9f90-a69409c37bb2,48,4188.02,201024.96
5a14ed61-9e9c-4fbd-9c2e-037c7e6a3528,921b8043-ba57-4f61-8c7e-4d24ccd2ff03,c43f017f-7168-44b9-a220-61235d3e7fc6,89,98.13,8733.57
1ba99c61-278e-4841-a3a6-08416c92ca6b,921b8043-ba57-4f61-8c7e-4d24ccd2ff03,e1273ab0-7e90-4cbe-ab27-01dc4adf8162,13,978.65,12722.45
2b7ac4fb-7faf-4a82-8e0c-135d83711fc0,e401540c-2bac-4254-b54f-d40f1344741a,ff653d54-683d-418a-9c52-7add77d080c7,63,299.21,18850.23
104a0e17-aaf4-436c-9e01-48ffcd7a706e,e401540c-2bac-4254-b54f-d40f1344741a,fb0c89b5-9e5c-4ad9-a903-a60bd28b92ee,77,1844.42,142020.34
0de09d1a-2fff-41f8-b859-2d895a937cf9,e401540c-2bac-4254-b54f-d40f1344741a,14734e34-9f7a-4207-b247-5d966fc8612f,12,7068.46,84821.52
0caa5b35-c582-4d1a-897b-34cc8d8ae167,bd523d62-d852-41ae-bd9c-8292e3acd93d,ee2f94ca-5305-4a9e-91ee-cf8fcdaca02e,32,333.81,10681.92
67d6a70a-cc91-44e4-93ad-dfd6b75a37eb,bd523d62-d852-41ae-bd9c-8292e3acd93d,5d9bf8bc-47e8-480b-9014-1cd9fc45a9c4,92,462.07,42510.44
b56480a9-0323-45fe-8c80-f56978411562,dcf2693b-3011-4692-bf42-ff2b4113d3b6,46f75803-1997-463e-a25a-5b9d15009687,50,8715.82,435791.0
fde93928-f95b-4efe-bc4f-354f1dddb209,dcf2693b-3011-4692-bf42-ff2b4113d3b6,e2803781-b7dd-42dd-8886-01955dc4bf3a,65,1276.24,82955.6
4d2cdee8-3597-4a0e-9fab-df545440e5c9,dcf2693b-3011-4692-bf42-ff2b4113d3b6,c4a84943-18be-47f1-a6fc-4f23d8988ed4,7,572.54,4007.78
937a80d0-ff23-44cb-86cc-e3762f7f8ceb,0c2636d0-2bd2-4955-ad0c-7b62d18a4b9b,5cb997d2-024e-4704-bce4-ceac8e358957,48,4563.25,219036.0
d0235fe7-b107-4801-85c8-a29c891b1dfe,0c2636d0-2bd2-4955-ad0c-7b62d18a4b9b,cdc27fd2-ac6d-4a61-9f00-82f939c8b945,8,715.82,5726.56
07496962-fd07-4900-a539-74e835eaa9ea,0c2636d0-2bd2-4955-ad0c-7b62d18a4b9b,062f4232-dde5-4162-a676-8efc5ba4b082,39,1244.71,48543.69
da766dea-62c5-44dc-a8ab-a85177f69ab9,0c2636d0-2bd2-4955-ad0c-7b62d18a4b9b,ddf8f739-f37c-408f-a2b1-4f8d4127d422,76,977.91,74321.16
0843e75c-6e1c-40bd-809f-dae65b71b67c,2f4d936b-a73b-46b0-8ba4-5e99cf3a4a19,56bf461e-bcf9-4686-bc39-3981b7a25916,28,303.02,8484.56
2d09394c-e9a7-4136-9d1c-a163ec8386e0,2f4d936b-a73b-46b0-8ba4-5e99cf3a4a19,374db197-cf73-48e6-b713-f9f48456b58b,91,1034.03,94096.73
85ab614f-6117-4b20-ba5b-289b087655c5,2f4d936b-a73b-46b0-8ba4-5e99cf3a4a19,a230a510-f18a-4dbc-97c2-6493da50dc95,12,3090.63,37087.56
2c0c975d-a665-44e7-869c-ed4592bbddf9,b8cef92b-d2d1-4132-81a8-c71a823519d0,b53dabc8-da24-4aef-92af-c502ae7d9275,80,188.82,15105.6
eefc9d5b-216e-4bd1-8619-3749d4415379,b8cef92b-d2d1-4132-81a8-c71a823519d0,f5fc8474-0f63-4350-ad4d-3e05cbe1291b,84,1591.25,133665.0
fc435b91-2ac2-4344-ace3-56dd9288e6c7,b8cef92b-d2d1-4132-81a8-c71a823519d0,79f083f3-ec93-412f-8f6e-b560ab09afd3,70,3802.59,266181.3
7d8642fc-9fcf-40a5-bcae-5d8e3b071c3e,56d384d4-a606-4986-af65-62f7a4ede175,f0541c66-02a9-4f29-8b7b-978bd961c099,39,554.44,21623.16
0dd12d2b-b4fe-4dfd-ab9f-552c76c0d004,56d384d4-a606-4986-af65-62f7a4ede175,00ede939-073c-446d-8072-4a605f0a5e70,70,315.68,22097.6
ef7760b4-d3ec-4068-b531-e30e0b99c537,56d384d4-a606-4986-af65-62f7a4ede175,2dd345c5-2fd1-410e-be08-d76851dd1383,49,17.24,844.76
fbd6a01b-5c8c-4067-be5a-2136bad2a074,56d384d4-a606-4986-af65-62f7a4ede175,e684455d-3e26-40f5-ba9e-95fd0a57c1e0,62,459.05,28461.1
8752940d-e81c-4672-bbc8-241ba3176f17,14c133b9-e384-47e7-84e0-6f3cd329ac14,ce975174-feee-4cc8-8f12-ecd116557c27,53,704.08,37316.24
c74ff771-922f-44e2-ac27-a36a25e60079,d03875cf-309a-4cab-a46c-4ea027d1b3db,c60b7484-6afe-4af4-8ee3-2415ae29ef8f,56,157.3,8808.8
6d1c5256-63f0-4530-a8ad-246155840e43,d03875cf-309a-4cab-a46c-4ea027d1b3db,35b4790f-35a5-4620-b0a3-99a3af200f08,16,127.21,2035.36
94aa8c19-df58-4a19-88bb-9e013f46313a,0c14d368-057d-4772-a103-2fe194028602,4cccbf03-a392-4850-9096-a78dec0d1afa,84,593.11,49821.24
1d903019-92df-410e-82d7-7c7f8ebe13cc,0c14d368-057d-4772-a103-2fe194028602,752f9c07-0bd1-4a17-b665-98a6eca0b5fb,31,1420.0,44020.0
29f28138-e9b6-4eac-ab7b-80b6769a0b25,1740dfdd-a78f-40fb-8f3b-bfbe4810e7ef,c4a84943-18be-47f1-a6fc-4f23d8988ed4,22,598.34,13163.48
79ae9722-4880-407a-b49a-afb593d59d20,1740dfdd-a78f-40fb-8f3b-bfbe4810e7ef,f5fc8474-0f63-4350-ad4d-3e05cbe1291b,62,1512.89,93799.18
a6504e10-cff9-47e8-a056-87909bdce701,f446fbb5-da0d-4489-b802-a75f2efde0fd,2606eebf-6b75-4fc3-89b1-7f7728fa7dce,22,1875.5,41261.0
bf451fa8-cfe7-49c5-a042-1488c1b04503,f446fbb5-da0d-4489-b802-a75f2efde0fd,85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,68,533.86,36302.48
aa666851-0c3e-4cf7-a0dc-9a25f2be1644,e6d61e02-3a75-483f-8ff4-73f12b89ab67,80fff6c2-4945-4865-b9c2-cff28f93effc,43,201.12,8648.16
dc67c0a0-7166-4c73-a977-b0a298a14faa,e6d61e02-3a75-483f-8ff4-73f12b89ab67,51f7c243-3b83-415a-a943-0a9a6431ce7d,60,5131.23,307873.8
fa6b7ff2-f221-4906-bef0-d0e5289dddd9,5d0e612d-56de-4112-a430-666ffe573e14,fed134d3-7744-4a01-9063-4716a7e69335,92,737.8,67877.6
249e78a4-20e9-4e4d-9ef1-cf2ed9c6c556,5d0e612d-56de-4112-a430-666ffe573e14,c9cc4c81-e01b-4e78-9738-61d08fd53dcc,78,303.13,23644.14
32af70ef-e317-4c5f-93e2-2b1fdcf320ba,911348cc-4c1d-4544-9432-6391d31e3f69,3cefe427-0919-4c54-ae48-03774fc99c60,27,1675.18,45229.86
88b1333e-20fe-4ed6-bc75-011ce817416e,911348cc-4c1d-4544-9432-6391d31e3f69,a65cbc0c-df3f-433a-a37f-a44650deedaf,95,2079.21,197524.95
7745f5a8-c7ca-41a7-bec2-b613e4c29bdb,911348cc-4c1d-4544-9432-6391d31e3f69,8ad88a04-ca46-435e-87d4-396cb005a6d2,92,372.85,34302.2
5c613ac7-d4a1-4e5d-9c0e-96f764751560,3a152c97-c161-4b10-a782-8f0ad722c1b7,30d0b949-8914-4b72-8f16-83df27d7d212,44,199.36,8771.84
a83a97ea-8ca2-4872-90cc-9808d3feb4d6,3a152c97-c161-4b10-a782-8f0ad722c1b7,ebda3fd8-fe10-4f44-aefa-20e53d198872,99,670.29,66358.71
5b8da455-1bc1-4b5b-a1c8-de58aeb752c9,bffc7084-9ca6-4417-aa55-5f44ca63a968,3438e861-d142-4b94-abcc-c9070062d756,59,677.65,39981.35
744eac0a-e337-495b-b5bd-d368b545abbd,49b53ba8-1227-4698-82a5-38109d9aad57,6b475483-1625-4f2c-b117-351cf1655410,53,1847.49,97916.97
28a84792-5852-4ee6-b0c0-8cf8ac02b7e0,49b53ba8-1227-4698-82a5-38109d9aad57,2c02c0be-d80b-4095-915c-0b5a0400b506,48,1272.51,61080.48
76f6b4e0-916d-4634-bfd0-9a7b627b87a4,49b53ba8-1227-4698-82a5-38109d9aad57,eba20569-8673-43b9-b7b0-b4d93a0ca3c1,23,1860.04,42780.92
02bee6eb-d5ca-4022-b125-120cfda773a1,49b53ba8-1227-4698-82a5-38109d9aad57,7c291bd7-b4c6-4bd2-934f-cbc5fca7bfd2,63,565.91,35652.33
aaee892d-881a-401d-8999-b84c4acfa08c,27e18fbe-0620-4334-a209-1855a4aa2e31,c60b7484-6afe-4af4-8ee3-2415ae29ef8f,50,153.18,7659.0
d897e0f6-05af-4069-adfd-bdb36a2dc535,27e18fbe-0620-4334-a209-1855a4aa2e31,613f6443-6cf9-485d-8895-6d88c4313bc9,77,9572.17,737057.09
ed4c64ae-5359-467c-a8ff-05a63c449446,27e18fbe-0620-4334-a209-1855a4aa2e31,fac6127a-5487-4c5c-a7ea-bb2042509896,59,1766.54,104225.86
433099be-ff7c-4732-9e1c-62a08a528ea9,27e18fbe-0620-4334-a209-1855a4aa2e31,93726e07-a1a3-453e-a4ef-1200f61b4344,38,4356.87,165561.06
0b1fedfe-3e61-498a-8550-00eaecb0075c,27e18fbe-0620-4334-a209-1855a4aa2e31,5a793d9e-2e0f-4408-91a2-ec4759f3124f,17,5322.14,90476.38
3a52352c-1bff-48cb-8082-c98b9c36e4c9,9bcd792c-2b4f-48ee-8c9e-03aaf9c3ceee,b717d59b-5114-4a6f-9c47-4a9fdf1e17ac,33,1083.15,35743.95
74b6beb3-de39-4ae2-b01e-462b50870019,9bcd792c-2b4f-48ee-8c9e-03aaf9c3ceee,cdc27fd2-ac6d-4a61-9f00-82f939c8b945,30,725.19,21755.7
20313d28-477b-429c-833b-51409caba038,9bcd792c-2b4f-48ee-8c9e-03aaf9c3ceee,f7aca668-829b-4b56-9d65-bce00d23e11b,32,495.26,15848.32
bcb64712-1c1c-4b0b-b732-5c5256d94429,9bcd792c-2b4f-48ee-8c9e-03aaf9c3ceee,a06f1df5-be73-410d-8c85-d463df710286,15,513.63,7704.45
12bef70b-9b71-4f08-976d-52c10b8a56d0,9bcd792c-2b4f-48ee-8c9e-03aaf9c3ceee,8fcabcda-6030-4dc7-a86a-a2a05b666573,95,420.5,39947.5
1debd112-7d82-4778-841e-cf3e042c577f,7fe87653-959b-47a6-8fb6-8c963ff0ba5c,36fcfa46-2e95-4e66-beeb-6a3e49bb3f2f,27,191.91,5181.57
19530ddf-060d-474f-ac4c-9354a9637501,a0d65f1c-f02c-4be7-b3ea-6b4a257d29c1,35b4790f-35a5-4620-b0a3-99a3af200f08,87,122.32,10641.84
1104c242-8234-4e73-ba47-0af67c9366a2,a0d65f1c-f02c-4be7-b3ea-6b4a257d29c1,6d425cbb-5231-4e6b-ae67-f4894bb3111c,86,1323.66,113834.76
c116c5aa-7b22-44f2-a999-be4668498283,a0d65f1c-f02c-4be7-b3ea-6b4a257d29c1,3733a235-b260-45f7-8a10-d6d44934cd5f,8,3875.69,31005.52
4c2c2a88-eadc-471c-999c-495ef25aa902,a0d65f1c-f02c-4be7-b3ea-6b4a257d29c1,46f75803-1997-463e-a25a-5b9d15009687,39,7781.88,303493.32
41db9339-3b72-46ea-95ce-5146e43e8e2b,bd140775-1f31-418a-9dc5-eb47e4117b5e,ff653d54-683d-418a-9c52-7add77d080c7,37,295.15,10920.55
a78842a9-b72f-43d4-b46f-4d423b24509b,bd140775-1f31-418a-9dc5-eb47e4117b5e,ee2f94ca-5305-4a9e-91ee-cf8fcdaca02e,7,333.32,2333.24
9e0b0f13-f4b2-4b27-92fa-209323066276,b9f612e0-805a-4ac0-9097-0e7159558f7c,30897c88-1a85-4b27-93e8-73000b1b2ed8,77,1207.57,92982.89
9a141180-dbe2-478e-b8c1-d1223d2355e4,b9f612e0-805a-4ac0-9097-0e7159558f7c,efbe6cb8-c319-4d98-aad1-c9e5c1498c55,27,7395.97,199691.19
277795e5-8dba-45d3-b5c0-1e3428543799,fb422c92-497f-4c0c-91e2-09d0ea67da70,ab85583e-7941-4515-9e42-d6f584bf9655,69,16.36,1128.84
b3589e0c-c39a-4bd7-ae38-9de386834a7a,fb422c92-497f-4c0c-91e2-09d0ea67da70,f98ee275-ada0-4dcc-950f-4a26864725bc,26,761.78,19806.28
5bb79d53-3e66-42ab-af90-d9f5925b600e,fb422c92-497f-4c0c-91e2-09d0ea67da70,e65e182e-8956-4759-86ae-bd82ac92d30b,10,461.69,4616.9
a572c86e-7970-4384-ad25-1f2d68112a68,0b009cc5-f07d-4e06-8373-7584a20fa121,9d41a7c0-7270-4cba-b4a8-440ae0580451,77,897.51,69108.27
385b8583-f073-453b-8fba-c2d4b02aa2e0,0b009cc5-f07d-4e06-8373-7584a20fa121,7b28a0f8-13c6-4dab-9a76-c4590d89acba,13,310.88,4041.44
eb26f9ce-3d9e-4ef6-b055-d8fda40d5c21,0b009cc5-f07d-4e06-8373-7584a20fa121,8dcf7b02-2406-43bb-8a6a-998d4df436f8,25,349.0,8725.0
728af8e2-42ab-44cb-893c-0e8fd4014a0e,5607585a-e04e-4e02-858a-780c8e33b0a4,1360ad3c-8e40-4cc2-bd36-fbe041a68aa3,46,658.07,30271.22
86e8c69e-2893-48f7-bd2f-99ed11ab218c,5607585a-e04e-4e02-858a-780c8e33b0a4,2fa1495e-2842-4def-97e9-f0ae8bf630ca,87,19035.42,1656081.54
c967ba37-af02-4fdb-873b-8ba028fac913,5607585a-e04e-4e02-858a-780c8e33b0a4,c87f3c25-eddf-4b9e-a319-3b7deb6830a5,94,380.66,35782.04
93b37205-fc6a-44d7-bcd4-ce83ff0bf612,a8085bcc-4c99-4bc0-892a-8e07aa9ea0bf,b4cd3b6d-8811-402d-9c4e-48c80c58ee3d,93,523.31,48667.83
fdebef68-f36b-4efc-9470-a546b12154fb,a8085bcc-4c99-4bc0-892a-8e07aa9ea0bf,a1b5eaa5-e4d5-462b-8d75-3268133792ef,54,261.55,14123.7
c9256242-3af0-4b8c-80f1-9f694515e128,a8085bcc-4c99-4bc0-892a-8e07aa9ea0bf,869aae43-f41e-49ba-b987-ab0927338a32,10,135.15,1351.5
65af9eff-efa4-4e3f-a9a8-77e2a09b7f6d,8d965572-2852-4d08-a6ca-d386badd895b,9f167431-4fc2-4c8d-b06b-e39ea235151f,75,1516.88,113766.0
b8c2a44c-4d97-4714-9fa9-b060c34bfcf5,8d965572-2852-4d08-a6ca-d386badd895b,0cf8bc81-3e95-427a-9595-17c5eca46d07,92,393.71,36221.32
a622e6d0-ad85-4a81-a146-9dcbe64e842e,8d965572-2852-4d08-a6ca-d386badd895b,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,18,18389.77,331015.86
875bdeeb-ef57-42ed-99f0-35027dd20c91,8d965572-2852-4d08-a6ca-d386badd895b,e79253ed-3a72-4a75-a245-459ee1fc1e1d,67,4963.91,332581.97
d409e6bb-628d-4b0d-8bb9-14f8fb4edeb7,9881ef73-6888-48d3-bd9c-ea5999d44168,17bc0382-26c5-4a90-8bdb-59f7d3f963d2,27,568.28,15343.56
42ddc1d9-5a1e-42b5-a12e-7d66d819e3dc,9881ef73-6888-48d3-bd9c-ea5999d44168,46f75803-1997-463e-a25a-5b9d15009687,84,8066.55,677590.2
902a062f-c537-4e24-92c3-e9e46a02ac69,9881ef73-6888-48d3-bd9c-ea5999d44168,d4eb0c40-3b3d-4e1f-a672-353879b98b3f,11,313.6,3449.6
3f5ee12a-2301-45b2-ace2-f803c701afcd,9881ef73-6888-48d3-bd9c-ea5999d44168,64a2b7bd-a93d-473e-b30e-1716e2d0677a,13,211.27,2746.51
10f7870a-5b68-4d5b-b61e-6f04219cd354,fa84240e-53ac-4664-ba53-77e2ad2bee54,50b643bf-2cc3-4abc-afb5-5684a4a712bb,54,521.35,28152.9
186b24f0-cab1-4b21-a257-fa9fc27059ca,fa84240e-53ac-4664-ba53-77e2ad2bee54,e3f23f6e-bee9-4375-9be6-7d3d05f7d62c,76,106.83,8119.08
080d5d7f-0249-45b9-a78b-fd6cd6d66de9,f20aa974-20a5-4b6f-af2b-1b13d3deb9f2,9732d3ea-4429-460e-aba3-60137c8fe47a,76,679.2,51619.2
2b4df538-fa23-4b9d-aefa-ced388cd5f82,f20aa974-20a5-4b6f-af2b-1b13d3deb9f2,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,18,18287.36,329172.48
4e341dec-81eb-47f6-8aef-a381426931af,00800aa5-f6f3-4ffd-9d46-8c8818df11f9,3733a235-b260-45f7-8a10-d6d44934cd5f,80,3761.72,300937.6
328d46c5-544a-422c-8926-8cb6cf2d6e2f,cc969a73-0b98-4388-8b27-eb5efb56f888,9d41a7c0-7270-4cba-b4a8-440ae0580451,95,855.74,81295.3
ed908f6b-468a-447e-a4fd-1db413396c8a,cc969a73-0b98-4388-8b27-eb5efb56f888,146339ea-a7c8-489b-a2df-fa14465238ec,30,8695.13,260853.9
1cf73674-00a1-4835-bb4f-5950932c28f6,cc969a73-0b98-4388-8b27-eb5efb56f888,164e9747-efe6-4c5e-960f-5d3229d4c884,14,22400.43,313606.02
b3ef328c-1f72-41fe-90c0-8dfa97e88322,ca7b5a6b-fc90-4e10-bd19-2a7eff49fa84,ff653d54-683d-418a-9c52-7add77d080c7,90,287.52,25876.8
d0c10d86-3e5a-4c14-9df3-5b1d96fe09a7,ca7b5a6b-fc90-4e10-bd19-2a7eff49fa84,8dcf7b02-2406-43bb-8a6a-998d4df436f8,84,358.82,30140.88
01c6afae-2eb5-4352-96a7-972a118c46f1,ca7b5a6b-fc90-4e10-bd19-2a7eff49fa84,07fcdeee-418d-4c03-9755-c1474d974d9f,36,5656.19,203622.84
8dc55643-d4fe-4aa5-b6a3-59cd1bb1b9b3,bc4a5029-7751-4220-99f9-eeca509c9a2a,4cd8f5fe-053c-4cfe-814a-930270b03924,42,310.9,13057.8
629bd5fc-52db-4305-8802-67e8f36833fd,bc4a5029-7751-4220-99f9-eeca509c9a2a,1c7c205f-5cf1-4633-a82f-d21bfa716103,13,522.12,6787.56
a00c3ad8-0ede-4760-a146-757caa75dfbf,bc4a5029-7751-4220-99f9-eeca509c9a2a,05e6886d-c622-40c7-9c04-ec77bcfabb42,46,194.19,8932.74
0950d765-5858-425c-8c4f-3bface6cd260,51845024-b6c5-44f4-b404-3fd511252316,b4cd3b6d-8811-402d-9c4e-48c80c58ee3d,56,514.98,28838.88
27a1d85c-5768-4d76-b998-6455d4e2916d,51845024-b6c5-44f4-b404-3fd511252316,36bbdbfe-8537-483e-9c36-96c6ec93bc9d,40,42977.55,1719102.0
67a54527-f266-48a4-b8d0-d50621cbf7d1,cd03a6da-c23d-4c99-bc44-2c10cbe11413,b2720e94-d455-49bf-985f-d012a278f2a4,97,3432.0,332904.0
3cba7bab-36ac-41bc-80ef-ec348202f03c,d16b02fe-ff83-49a9-8e99-407d286fd6eb,38b11d32-c043-40ef-b693-ab2a60ae5318,5,4895.81,24479.05
d0c9d858-96f0-4242-a1c9-56e7756cb489,d16b02fe-ff83-49a9-8e99-407d286fd6eb,30d7276f-364f-4360-ac7e-3f10f5f66222,28,565.58,15836.24
722fafcd-f2b2-40c3-9e0f-830df7f498d5,18eda119-d51c-4867-b5cd-98454d0eb5bb,07fcdeee-418d-4c03-9755-c1474d974d9f,23,5526.59,127111.57
be189f29-36d3-4559-8e3c-d01558bf017e,18eda119-d51c-4867-b5cd-98454d0eb5bb,a704fc2e-b4e7-4ca4-b48f-749a867e4173,16,335.13,5362.08
adf94799-dfe0-405a-a121-9853fba59b09,fdc97432-0735-4e6c-87b1-0eef1d926243,2f78c7af-8794-4a1a-bd24-704370b3001d,85,212.13,18031.05
f331c0b7-4c84-4594-a3dc-3bc3ef39959d,fdc97432-0735-4e6c-87b1-0eef1d926243,503c616a-4d6b-486a-aa85-3c11accd8e76,9,1213.22,10918.98
e6fb4e60-b4dd-4371-bd7f-9b64b26e4cd5,fdc97432-0735-4e6c-87b1-0eef1d926243,8656682f-93f5-48a9-b173-da0348b96d8c,5,1880.03,9400.15
f3019a2f-4c3f-464d-bdfd-b29aa235d077,0bcacb0b-cf75-4395-a032-b15c334bd000,ff2cfcfe-80d1-4c3b-89e6-cae01de39929,76,493.13,37477.88
dce6bfff-a949-4289-b628-a1efded86b6b,0bcacb0b-cf75-4395-a032-b15c334bd000,fa1a24fa-fb96-4f2f-85c5-91099a50c7ff,21,4914.36,103201.56
1efc0630-d0f4-459f-8270-597459ea7f12,0bcacb0b-cf75-4395-a032-b15c334bd000,6f50961f-40a9-427b-9236-4c53b05796ba,34,182.23,6195.82
61489c34-d52c-48f2-a05a-3538c397d734,f4b5d84c-9dfe-4cd9-a006-7708b9a2d818,40dc5713-9c2f-4c64-bbcf-1239b8daddf2,48,2507.77,120372.96
60f61821-61de-4c66-825c-e61c8a6378a9,f4b5d84c-9dfe-4cd9-a006-7708b9a2d818,616347f8-352e-430e-a925-3da822f2fb86,49,226.85,11115.65
47d736e0-a744-4efc-99da-444defb12457,f4b5d84c-9dfe-4cd9-a006-7708b9a2d818,e5d3c72d-3d83-493b-8dfd-4540d5d9811d,34,366.64,12465.76
e40e152c-322b-4e97-989c-c44a55fb2dc8,f4b5d84c-9dfe-4cd9-a006-7708b9a2d818,c43f017f-7168-44b9-a220-61235d3e7fc6,40,109.8,4392.0
a299c915-e936-47cc-9621-6fba04c0e94c,f4b5d84c-9dfe-4cd9-a006-7708b9a2d818,2b8992f9-b556-4667-844e-ec478a0135db,36,89.87,3235.32
2e7e6d26-3003-41c5-a634-9fa77a5f398e,4b3b46be-8f7c-4e84-8109-5750db664ca1,2ed0ec87-124f-46cc-9a55-8894981c7536,5,1020.27,5101.35
ff06cb92-8c50-4750-9576-1a0bf034c55b,4b3b46be-8f7c-4e84-8109-5750db664ca1,0c05f074-6565-47ba-a6e2-7dec9364d060,88,479.4,42187.2
5164e5de-6daf-489f-a25b-3c7a8a80eeb7,9a4f0d93-fe4f-4981-90d8-fe7afb1cd3ea,8131c7ee-af84-4d9e-9b47-bf8565df23fb,60,257.42,15445.2
46e13ce2-79bd-44bd-be8d-b5a57b2c9694,85838f55-d7d5-467f-82f4-cee23ab6d295,a6554f7a-700f-410a-a605-462abe79814a,49,1443.39,70726.11
73b432ba-4bba-4e71-a27a-28d4bfb41087,b9524a5a-87ab-4087-85e8-d11c6af4f0bb,c098f9e5-c213-4ef6-bea2-517e5afff6a1,57,8381.09,477722.13
14081a1f-89e0-48f1-ab34-4fedc5ae9538,b9524a5a-87ab-4087-85e8-d11c6af4f0bb,ff0883fc-7eb1-403d-b66f-3e90fe3fb378,27,16.44,443.88
6da03cb2-ace1-4d4a-ad91-e21f59e81c43,b9524a5a-87ab-4087-85e8-d11c6af4f0bb,c826ab84-6113-4055-bbf9-df3ea8934b15,33,6575.45,216989.85
0794b3c2-acf9-4cd4-aa5a-d8dcb9f12284,08226a80-296d-4772-8c3a-702cc3ca6c8d,b53dabc8-da24-4aef-92af-c502ae7d9275,7,198.89,1392.23
2e9a308e-4794-4af9-ba88-4a91e1327c86,08226a80-296d-4772-8c3a-702cc3ca6c8d,f98ee275-ada0-4dcc-950f-4a26864725bc,66,737.34,48664.44
f9c56249-6746-4e12-ae67-e5f8d33dcab9,03a3bbc9-53df-4ca3-90ab-b24130501b48,2fa1495e-2842-4def-97e9-f0ae8bf630ca,83,19772.58,1641124.14
10b95d40-1ca4-4e7d-bced-1e7df051c801,03a3bbc9-53df-4ca3-90ab-b24130501b48,a704fc2e-b4e7-4ca4-b48f-749a867e4173,61,348.96,21286.56
f4f34e70-6962-44c2-8f13-45c759b9ed56,03a3bbc9-53df-4ca3-90ab-b24130501b48,fb0c89b5-9e5c-4ad9-a903-a60bd28b92ee,68,1783.3,121264.4
c6631f5f-7347-45cf-af4f-9ec3cae64c6a,282ec53c-e83b-4158-9989-18d9c5bd596a,f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,42,3553.75,149257.5
f727f4f8-a870-48ec-8d0c-93bd236e5ea6,282ec53c-e83b-4158-9989-18d9c5bd596a,ff653d54-683d-418a-9c52-7add77d080c7,53,279.56,14816.68
65dbed9d-d3a7-411d-8229-b9533abe32a1,282ec53c-e83b-4158-9989-18d9c5bd596a,765d48f9-55e1-4afb-9861-bad8aadbf156,65,170.12,11057.8
157ff614-70aa-48b4-906d-5978d4b49914,63c1a810-1e5f-43d4-a472-d8d192626ee0,e1273ab0-7e90-4cbe-ab27-01dc4adf8162,5,1068.23,5341.15
91214049-1b00-4978-8025-238208226292,63c1a810-1e5f-43d4-a472-d8d192626ee0,62f59711-d345-4776-ba1c-9f705b40eefa,78,204.79,15973.62
94910b58-1c12-41b2-ab23-51bbd400633f,4bb72419-339e-4020-8927-d3f1f2a7ef06,90944231-c618-4ba0-8126-57f7a3e5ddb1,24,525.4,12609.6
33c26a25-7570-4aba-859e-340a95d34608,4bb72419-339e-4020-8927-d3f1f2a7ef06,994ec596-4ee2-4dc9-bd25-dff39bf77520,65,8517.69,553649.85
7fac0e9b-ccf8-4d26-813b-7a39a500fc9e,213d83c3-244d-46e1-940f-5df90511dea5,80fff6c2-4945-4865-b9c2-cff28f93effc,44,198.15,8718.6
2f75aeb6-123d-46c4-8d4a-f5f93a4e6490,213d83c3-244d-46e1-940f-5df90511dea5,7dff0732-937d-4b44-b66e-e7e97c0993a5,46,3686.43,169575.78
7b7461ed-cb80-4889-9964-3ab43829a4fb,4af4c788-9b16-4fd1-b122-996797993d5e,4cd8f5fe-053c-4cfe-814a-930270b03924,76,333.82,25370.32
454ec0ff-6ed4-4334-86ec-653d93c1b973,4af4c788-9b16-4fd1-b122-996797993d5e,4cce66f4-260a-4a5a-a375-324edf79cf75,78,89.32,6966.96
a87b8609-46ab-4a06-91f2-9df1447c8f4b,4af4c788-9b16-4fd1-b122-996797993d5e,750e2459-9294-45cc-b767-83697286ecba,56,537.82,30117.92
8f562694-f817-42dd-9e1d-4f0438466953,4af4c788-9b16-4fd1-b122-996797993d5e,ee58e89b-0851-4f82-b99d-cdf5e514f714,27,569.37,15372.99
3ec3f4cc-2154-496d-a3bd-940e96345f5a,d8424d69-ec68-44e2-9b36-fc0cb7e84dc3,90cd1bcf-6e90-4742-8acb-e8071474108b,88,793.49,69827.12
8e1c5486-d401-4fdb-be38-b81ead8e15b6,e6bd66e4-f9bc-4fb1-b9e7-4b3464816032,084b6a6c-eebe-46e2-8682-0681d035a518,52,317.04,16486.08
218e3bf0-12f5-45a2-8930-7f94b1fe352b,e6bd66e4-f9bc-4fb1-b9e7-4b3464816032,4cccbf03-a392-4850-9096-a78dec0d1afa,98,623.84,61136.32
14086c55-10cb-40a3-955e-47c1aeae1d47,e6bd66e4-f9bc-4fb1-b9e7-4b3464816032,42ad5b7b-ac7c-4f0f-8451-923d107653c9,36,381.32,13727.52
