id,company_id,branch_id,supplier_id,user_id,purchase_date,status,total_amount,tax_amount,net_amount,payment_status,created_at
31c681c8-2037-4bd1-86b2-ab37fe4fb1bf,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,120b15c2-6028-48b8-b30e-40f358f81c6b,79c1732a-a6d1-4565-b515-c59de4dbdfe5,2022-05-21,received,49306.89,2465.34,51772.23,paid,2022-05-21T10:46:36
fd84ad12-6a6a-4822-a4f7-efb630097527,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,02f30f73-2d3a-4410-9981-e136a1ce5d54,1db94196-443a-440f-ad7e-c4422bb047e3,2022-03-29,pending,131313.5,6565.68,137879.18,paid,2022-03-29T13:55:32
d1506e27-9c4a-4b3c-99fc-b4d334ad736c,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,3c06b02b-885b-4d2a-8963-628bb0dcd76b,bcde24c7-84f3-4459-afee-eba83339896c,2023-05-08,received,1274.4,63.72,1338.12,paid,2023-05-08T17:20:50
77ad33a6-e49e-4888-8e48-1dfff3a5a4c4,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,d5687860-0dc6-4c96-9140-5a55a497c94d,74245d66-8df4-4678-b1e9-76d5e231caff,2022-09-02,received,50741.61,2537.08,53278.69,paid,2022-09-02T13:40:39
b389cccf-e0f7-4026-90fd-c196740965bc,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,163ff4fe-e14c-46c5-a7ec-e4edfbb1b832,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,2022-07-18,pending,165704.0,8285.2,173989.2,paid,2022-07-18T15:29:41
12631472-b6a5-4e42-bd93-5fc0b80f6c7c,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f6a87777-3805-4173-84b9-2401937360c7,eaefa70d-63c2-4537-b86d-2205b826bb2e,2022-05-03,received,60178.69,3008.93,63187.62,paid,2022-05-03T13:30:29
6dee9cfd-d67f-4907-a592-9ce607ee2bed,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,f0c1ed07-3526-4728-95b1-d86fb6fd7a9a,e213801b-a706-48c3-9ba4-7db14d3912f3,2023-09-18,received,73540.33,3677.02,77217.35,paid,2023-09-18T10:48:01
2e0e7e68-8495-4ce7-8670-ac4b9079d105,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,beaaa3f3-89f5-4b14-b4ee-11af19f00d58,2afe7cda-5682-4c01-a59f-5f13090047f6,2022-11-12,pending,818532.4,40926.62,859459.02,paid,2022-11-12T18:47:27
cd4bf2dd-9a46-4a2f-8186-9a132c65220a,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,f19ab549-e262-470a-aa44-9bacdee97062,09cd08c0-c83a-42f5-96cc-b9c13c2aa7e4,2022-09-30,pending,616211.02,30810.55,647021.57,paid,2022-09-30T09:57:59
190c67ea-2cf6-4a56-8c77-7b6b99b0ebca,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,d5687860-0dc6-4c96-9140-5a55a497c94d,74245d66-8df4-4678-b1e9-76d5e231caff,2024-02-16,received,1606768.16,80338.41,1687106.57,paid,2024-02-16T11:55:12
30d6ef8a-9d5b-4738-bacb-cacb2d7dd06b,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,3c06b02b-885b-4d2a-8963-628bb0dcd76b,517d046e-f5e7-4244-8dab-e8995b9bfdc4,2023-11-22,received,205809.21,10290.46,216099.67,paid,2023-11-22T14:46:00
dc8d0659-f224-4792-b749-c2b279b7b9bf,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,02f30f73-2d3a-4410-9981-e136a1ce5d54,045901bc-3a1a-4a0b-bd8b-876c218464f4,2024-06-21,received,44193.44,2209.67,46403.11,paid,2024-06-21T16:12:23
a59d075f-5f87-4d1d-a929-3cab0987c08e,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,5876ac2e-6534-414c-b629-58ed4b6ef76b,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,2022-03-04,pending,38189.4,1909.47,40098.87,paid,2022-03-04T13:01:32
bc9e416d-be8e-4483-ad49-bba65c6cf31d,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,68d67282-8967-46e5-9c05-b39b454d3a61,74245d66-8df4-4678-b1e9-76d5e231caff,2023-07-15,received,353845.1,17692.26,371537.36,paid,2023-07-15T08:31:48
d0f18841-8eaf-4af3-9639-97dcabb05c90,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,3b91033a-58fc-4601-904a-62494351553a,bcde24c7-84f3-4459-afee-eba83339896c,2022-10-28,received,170097.8,8504.89,178602.69,paid,2022-10-28T15:15:37
f4373d19-43f1-4020-ab7d-3568b2c09666,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f6a87777-3805-4173-84b9-2401937360c7,eaefa70d-63c2-4537-b86d-2205b826bb2e,2022-02-07,received,337606.09,16880.3,354486.39,paid,2022-02-07T09:22:49
17a22694-9363-4b39-8369-42c565c69e88,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,73cdd1f6-899b-4147-97ca-0b457d675d36,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-04-08,received,84460.54,4223.03,88683.57,paid,2024-04-08T12:46:05
bb78388e-e38a-4fa2-9cae-fb4d8710f6ec,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,3c06b02b-885b-4d2a-8963-628bb0dcd76b,6708a3ae-03ac-432d-8065-25bbf8f3a753,2024-11-25,received,1622728.36,81136.42,1703864.78,paid,2024-11-25T09:31:02
9ca0c4f7-84bc-49c1-8ea6-d4156d312e7d,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,212cf991-45e9-4b5e-b07d-aa0303292cbb,f577e0e3-284e-4c71-8d16-74f51d0fe305,2023-01-15,received,3055.08,152.75,3207.83,paid,2023-01-15T10:09:55
b9cc3eb9-6942-4ae0-9540-39408d6122bc,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,61b608b6-6f10-43b9-95af-e652b210f3a8,61d2418d-6936-4075-a481-1d994952d89b,2022-11-20,received,181997.04,9099.85,191096.89,partial,2022-11-20T17:20:25
e04c9b4e-4a47-4e3c-b214-04e0075a61d6,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,399195ea-6f83-4bd1-854c-0576868e3b5b,8626b762-d8ef-4e32-8446-33cdac213522,2023-07-04,received,38103.89,1905.19,40009.08,paid,2023-07-04T14:23:18
a951bb2a-bc1e-480a-b1d9-c74c60906c8c,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,2e058fb2-fb73-468b-8aa7-773746a04d4e,e213801b-a706-48c3-9ba4-7db14d3912f3,2022-06-27,pending,359539.9,17977.0,377516.9,paid,2022-06-27T15:00:24
ec32f984-e922-413e-a706-bae2ba2e4274,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,120b15c2-6028-48b8-b30e-40f358f81c6b,74245d66-8df4-4678-b1e9-76d5e231caff,2022-11-13,received,155024.89,7751.24,162776.13,paid,2022-11-13T18:27:04
e91e597c-dede-4b4c-a17e-ce2b91880435,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,98c89a77-2c04-42af-b942-fda9d9dad8b5,4736f247-39f8-400c-b9ea-519dfbb485f6,2024-03-25,received,9506.08,475.3,9981.38,paid,2024-03-25T18:05:44
72185d82-01a1-4d60-90ed-e145ca5e9048,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,4bd0b582-5268-49ae-80fc-e11ee1d174c1,aadd1a3f-3f20-499a-b950-51966ac9090c,2024-08-13,received,589674.53,29483.73,619158.26,paid,2024-08-13T09:18:09
6b7ba70a-37ec-4f62-a372-7a70700a4b99,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,50379a95-cd15-4dab-a9db-6c5b86cdcdfc,163b0e08-1801-4ae5-af8c-f287fbcdff7c,2022-02-09,cancelled,113949.11,5697.46,119646.57,unpaid,2022-02-09T15:00:42
f9747ed6-b81a-4f59-8d3c-e352a140c1d9,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,3c06b02b-885b-4d2a-8963-628bb0dcd76b,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2023-10-11,pending,1371735.96,68586.8,1440322.76,paid,2023-10-11T08:41:45
e7c6c343-3006-4790-81ad-04a71844e79d,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,65ab65ca-54f8-4e8d-9e84-87384d6d4fdd,81c496fc-1d35-4405-9a7d-ae0a15104d5b,2024-11-19,received,452617.29,22630.86,475248.15,paid,2024-11-19T15:55:07
bf7ecda8-7d90-46c6-9f64-a94db57c6b9a,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,beaaa3f3-89f5-4b14-b4ee-11af19f00d58,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2023-12-13,received,256167.11,12808.36,268975.47,paid,2023-12-13T14:47:43
ee55a9bb-b1b5-4012-a958-93e90e592cb3,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,399195ea-6f83-4bd1-854c-0576868e3b5b,33baaf1c-3618-44b5-b42a-4673992689f8,2023-10-17,pending,627669.6,31383.48,659053.08,paid,2023-10-17T11:30:32
472a06b7-547c-4d00-8454-c213ae248f2b,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,d5687860-0dc6-4c96-9140-5a55a497c94d,8626b762-d8ef-4e32-8446-33cdac213522,2022-03-13,received,79221.2,3961.06,83182.26,paid,2022-03-13T08:32:11
985b8cbd-1b63-4196-a031-124d4f4f7b64,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,f59bf2da-1446-4867-9c8a-70d19a11a30d,355d120a-98dd-4393-a62e-df5f4b8a455b,2023-08-02,pending,29455.49,1472.77,30928.26,paid,2023-08-02T10:26:33
7120dfcb-b613-4402-9466-954f0c04e0b1,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,5876ac2e-6534-414c-b629-58ed4b6ef76b,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,2023-11-20,pending,416578.88,20828.94,437407.82,paid,2023-11-20T16:26:44
54ff2c98-7def-46ce-a391-377de68dc3ea,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,120b15c2-6028-48b8-b30e-40f358f81c6b,045901bc-3a1a-4a0b-bd8b-876c218464f4,2023-08-16,pending,39152.16,1957.61,41109.77,paid,2023-08-16T17:32:51
c21b6a2d-61eb-454d-bf1d-3d91c0b1347a,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,65ab3eab-caf3-41f6-8cfc-19f116a30364,74245d66-8df4-4678-b1e9-76d5e231caff,2023-10-15,pending,45421.29,2271.06,47692.35,paid,2023-10-15T08:07:16
b4021a7e-5336-4628-9f5a-a4f7f72a89aa,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,a6869331-1795-462a-be24-e6127ba25ce4,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,2023-06-22,cancelled,2986.62,149.33,3135.95,unpaid,2023-06-22T15:32:30
57a11d28-2002-4636-ae27-7ed0333b5f86,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,98c89a77-2c04-42af-b942-fda9d9dad8b5,4736f247-39f8-400c-b9ea-519dfbb485f6,2024-10-26,received,1055067.77,52753.39,1107821.16,paid,2024-10-26T16:50:12
3f98eb52-3080-4f39-b520-d010cdd9bc47,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,9feb0f55-7e5c-4581-9a8d-f846c8f20ce3,355d120a-98dd-4393-a62e-df5f4b8a455b,2023-03-17,received,125271.54,6263.58,131535.12,paid,2023-03-17T14:11:51
e7a2c3a8-2819-41c5-8580-ffa40f54ffc2,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,ee80acdb-977a-4af3-a9bf-47fc4a9fbcab,74245d66-8df4-4678-b1e9-76d5e231caff,2024-03-02,pending,876690.6,43834.53,920525.13,paid,2024-03-02T11:22:47
2145794e-a9c8-462a-b1f9-1cfadd2c497e,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,120b15c2-6028-48b8-b30e-40f358f81c6b,29998a31-9af5-4c58-9bfe-cde4f9a96969,2024-07-12,received,1582582.8,79129.14,1661711.94,paid,2024-07-12T11:30:59
a899af3a-ed51-4d15-aaad-1a3ed139030c,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,a8680bb4-102b-4cf4-a170-5eb5a2500495,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2024-01-18,received,10403.15,520.16,10923.31,paid,2024-01-18T10:50:39
a89cc889-e73d-4c27-8381-afc37c536119,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,b67a77f8-a704-4e29-9c80-12ecad94717d,07274486-6344-4009-ae28-b9027a51f93f,2022-08-14,received,18430.07,921.5,19351.57,partial,2022-08-14T12:33:56
8a879e5c-5188-4a7a-8baa-55dd9e80ca90,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,f59bf2da-1446-4867-9c8a-70d19a11a30d,9dd0c56d-a9cf-4c8d-a998-9df89eb48a85,2024-10-07,received,56100.93,2805.05,58905.98,paid,2024-10-07T14:45:56
a3be5de1-dfa0-4c37-92c8-49cad022db41,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,4bd0b582-5268-49ae-80fc-e11ee1d174c1,aadd1a3f-3f20-499a-b950-51966ac9090c,2023-11-08,received,350785.26,17539.26,368324.52,partial,2023-11-08T12:40:54
7581b956-a42f-49e3-9b72-e01faeef3a7f,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,ee80acdb-977a-4af3-a9bf-47fc4a9fbcab,8626b762-d8ef-4e32-8446-33cdac213522,2024-05-16,received,127419.03,6370.95,133789.98,paid,2024-05-16T09:15:42
e2388728-0820-40e5-86d7-7704c12bd286,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,0436de05-d70a-4512-bbe5-92540b42cd62,355d120a-98dd-4393-a62e-df5f4b8a455b,2023-08-02,received,31573.25,1578.66,33151.91,partial,2023-08-02T08:13:26
b1527e36-4c53-439e-844d-7319289f7e90,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,65ab65ca-54f8-4e8d-9e84-87384d6d4fdd,09cd08c0-c83a-42f5-96cc-b9c13c2aa7e4,2023-11-02,received,91016.07,4550.8,95566.87,unpaid,2023-11-02T18:22:54
5476d956-6912-4a78-b0a4-414732e96566,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,3b91033a-58fc-4601-904a-62494351553a,07274486-6344-4009-ae28-b9027a51f93f,2022-05-14,pending,316782.15,15839.11,332621.26,paid,2022-05-14T11:19:53
0b2f0dc0-cfa4-43ee-87b8-7fbd6ef8964a,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,915d3acf-eead-4094-96cc-2190b09bc5fb,f72410dd-3260-4ece-a477-1ae69ac1e84e,2024-03-09,received,85479.21,4273.96,89753.17,paid,2024-03-09T10:29:44
425cba14-7c63-4799-b04f-f5215604d814,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,932c09fc-c8f5-49eb-9664-f631b2f0daee,4736f247-39f8-400c-b9ea-519dfbb485f6,2022-05-05,pending,275724.3,13786.22,289510.52,unpaid,2022-05-05T09:07:23
4d6260dd-b248-4c3a-9738-e25f6c8cbad7,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,f59bf2da-1446-4867-9c8a-70d19a11a30d,1db94196-443a-440f-ad7e-c4422bb047e3,2023-02-02,pending,45213.98,2260.7,47474.68,paid,2023-02-02T13:47:59
f042e87e-789b-49e9-98e4-cdeab53a87bb,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,02f30f73-2d3a-4410-9981-e136a1ce5d54,8626b762-d8ef-4e32-8446-33cdac213522,2022-11-02,received,80672.64,4033.63,84706.27,paid,2022-11-02T18:31:36
a8728b14-ca71-45a5-817c-8777c9aef257,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,f19ab549-e262-470a-aa44-9bacdee97062,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-05-22,received,57171.44,2858.57,60030.01,paid,2024-05-22T16:12:06
ee9b8138-0720-4aca-ada6-eed666c31731,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,cdfc2396-1d66-4c9e-9264-dc667735e359,163b0e08-1801-4ae5-af8c-f287fbcdff7c,2024-07-31,received,116790.05,5839.5,122629.55,paid,2024-07-31T13:00:05
86852d90-1c87-47bf-a325-841c57e5f194,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,7eb2daa0-a295-4484-bb3e-a157e2b20283,e452be79-f94b-4709-88bf-8f66053789c4,2024-01-06,received,570832.89,28541.64,599374.53,paid,2024-01-06T18:21:09
6dbc21e4-24c0-45f1-92c1-e99411f7e1df,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,61b608b6-6f10-43b9-95af-e652b210f3a8,61d2418d-6936-4075-a481-1d994952d89b,2024-12-12,pending,77067.4,3853.37,80920.77,paid,2024-12-12T14:55:48
141ffe9c-6da7-4d6b-ab1d-91033992c091,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,3c06b02b-885b-4d2a-8963-628bb0dcd76b,f72410dd-3260-4ece-a477-1ae69ac1e84e,2022-09-18,pending,138849.22,6942.46,145791.68,paid,2022-09-18T16:30:14
b4c8f775-3888-44a7-bda7-7b3a347ca9de,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,e4db980d-829c-4c9f-8e25-8b04ab8459dd,eaefa70d-63c2-4537-b86d-2205b826bb2e,2024-08-29,pending,113962.3,5698.12,119660.42,paid,2024-08-29T13:07:16
95f840f2-baad-4bc6-88ce-23f76550db8b,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,915d3acf-eead-4094-96cc-2190b09bc5fb,7f514159-0b19-4321-a308-daec53995d5a,2022-03-28,received,193266.7,9663.34,202930.04,paid,2022-03-28T14:25:55
a49e9b79-edf3-4a92-8785-27b807be53b2,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,beaaa3f3-89f5-4b14-b4ee-11af19f00d58,2afe7cda-5682-4c01-a59f-5f13090047f6,2022-09-10,received,479788.56,23989.43,503777.99,paid,2022-09-10T17:50:00
6ffa3842-15b1-4294-be4e-6122f4b2d3a9,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,4bd0b582-5268-49ae-80fc-e11ee1d174c1,4736f247-39f8-400c-b9ea-519dfbb485f6,2024-05-31,pending,50143.68,2507.18,52650.86,partial,2024-05-31T14:02:59
31378cb2-f659-482a-9a15-65b2e6d0b33c,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,932c09fc-c8f5-49eb-9664-f631b2f0daee,ea13a2c7-2a88-40f3-b073-4e507c524f18,2022-01-19,cancelled,18670.26,933.51,19603.77,unpaid,2022-01-19T10:49:57
5c4f19cc-2042-48ef-999a-fb1af1ea8410,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,68d67282-8967-46e5-9c05-b39b454d3a61,74245d66-8df4-4678-b1e9-76d5e231caff,2023-03-23,received,34116.39,1705.82,35822.21,paid,2023-03-23T09:48:18
6398e148-db94-42b7-a3a0-3d536b7b9b9f,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,13f071bf-a477-4dde-9791-4b52353c1325,4736f247-39f8-400c-b9ea-519dfbb485f6,2023-05-29,pending,19709.04,985.45,20694.49,unpaid,2023-05-29T18:38:22
35819d72-0213-4b35-be73-4d124ad314d2,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,abee37a2-746f-4580-9f72-500aae5a8cd7,7760d86e-b342-473c-8c64-b55d64aa491a,2023-12-03,received,60899.75,3044.99,63944.74,partial,2023-12-03T17:44:28
40a6989e-94f5-405a-8609-d1f09e061182,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,f59bf2da-1446-4867-9c8a-70d19a11a30d,8626b762-d8ef-4e32-8446-33cdac213522,2023-09-06,pending,42684.46,2134.22,44818.68,unpaid,2023-09-06T09:33:54
3dd9b77e-0474-4d5d-9d62-6dcae2cffc15,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,399195ea-6f83-4bd1-854c-0576868e3b5b,29998a31-9af5-4c58-9bfe-cde4f9a96969,2022-02-18,received,38362.98,1918.15,40281.13,paid,2022-02-18T12:25:24
c28cda28-4f4d-4e0a-9222-de005ef84de8,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,65ab3eab-caf3-41f6-8cfc-19f116a30364,74245d66-8df4-4678-b1e9-76d5e231caff,2024-09-01,received,1592.55,79.63,1672.18,partial,2024-09-01T09:52:55
2003bb31-a0d2-4182-bff1-eb64d9e7777d,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,a51cd41b-e869-4b37-852e-977a6d82cbac,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2024-09-12,received,86351.16,4317.56,90668.72,paid,2024-09-12T13:26:24
61b410a7-743f-4514-808e-21afc45438c6,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,f59bf2da-1446-4867-9c8a-70d19a11a30d,045901bc-3a1a-4a0b-bd8b-876c218464f4,2024-11-12,cancelled,50402.1,2520.11,52922.21,unpaid,2024-11-12T15:03:03
21fa857a-3ab9-4b57-a80d-e9c87f9dc2c5,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,02fbd63a-82f7-4efb-a53b-6fecf5cdda16,f577e0e3-284e-4c71-8d16-74f51d0fe305,2022-12-20,received,42582.12,2129.11,44711.23,paid,2022-12-20T18:10:01
8d879318-0017-4b10-b250-f3a816061acf,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,2e598a56-6968-4a17-8b69-b1a3e5fda9a6,29998a31-9af5-4c58-9bfe-cde4f9a96969,2022-01-12,received,23452.66,1172.63,24625.29,paid,2022-01-12T11:44:29
7f9d73b6-6338-4f2c-8288-b98f33869f24,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f6a87777-3805-4173-84b9-2401937360c7,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,2023-10-28,received,2210026.04,110501.3,2320527.34,paid,2023-10-28T12:04:47
5f4d79a8-3e88-4d8f-a5e6-bec2fd1a829b,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,65ab65ca-54f8-4e8d-9e84-87384d6d4fdd,09cd08c0-c83a-42f5-96cc-b9c13c2aa7e4,2024-09-13,received,47727.54,2386.38,50113.92,paid,2024-09-13T11:24:10
07c670af-debc-4448-b37b-ee6283cc33e9,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,65ab65ca-54f8-4e8d-9e84-87384d6d4fdd,c75c1d53-938d-4640-b118-e5ada06ce255,2022-09-24,received,236434.78,11821.74,248256.52,paid,2022-09-24T17:02:02
3c7b86a4-acee-4efb-8348-554bedb91696,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,5892822b-93fa-4e9b-9b06-04ab7cae2b45,81c496fc-1d35-4405-9a7d-ae0a15104d5b,2022-08-24,received,143293.5,7164.68,150458.18,paid,2022-08-24T14:56:42
d6ac1ebe-63b0-4b79-8e8b-093df7b43ce1,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f6a87777-3805-4173-84b9-2401937360c7,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,2022-09-15,received,336395.19,16819.76,353214.95,partial,2022-09-15T08:22:37
d8d21f09-7340-4c39-bd58-4f38a28a3769,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,212cf991-45e9-4b5e-b07d-aa0303292cbb,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,2023-01-05,cancelled,147057.77,7352.89,154410.66,unpaid,2023-01-05T12:57:12
b55bad34-cd61-484f-99f7-000ad964b4d3,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,65ab65ca-54f8-4e8d-9e84-87384d6d4fdd,e213801b-a706-48c3-9ba4-7db14d3912f3,2023-10-30,received,28304.36,1415.22,29719.58,paid,2023-10-30T13:52:38
1e3b46df-0346-4826-a88f-eb1e52e40558,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f6a87777-3805-4173-84b9-2401937360c7,9a16d7d2-dc18-4141-a14f-3394de4b98bc,2023-01-03,received,13004.1,650.21,13654.31,paid,2023-01-03T10:39:47
973c4560-d396-487d-8079-6cbffd38d9ff,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,16659e19-e5f2-4a23-9cfb-9a547d5aff05,7f514159-0b19-4321-a308-daec53995d5a,2024-12-16,received,3441854.49,172092.72,3613947.21,paid,2024-12-16T13:57:48
cfba25c7-9dca-45d4-83eb-e15149098db2,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,915d3acf-eead-4094-96cc-2190b09bc5fb,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2023-07-03,received,32701.73,1635.09,34336.82,paid,2023-07-03T12:38:28
bba214ee-f614-4697-b5f8-28e16395891c,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,61b608b6-6f10-43b9-95af-e652b210f3a8,1db94196-443a-440f-ad7e-c4422bb047e3,2023-09-09,received,520822.65,26041.13,546863.78,paid,2023-09-09T12:29:38
c2ec1285-6c1a-4a92-992d-f2ee867276b4,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,0436de05-d70a-4512-bbe5-92540b42cd62,9dd0c56d-a9cf-4c8d-a998-9df89eb48a85,2024-09-27,received,1769759.84,88487.99,1858247.83,paid,2024-09-27T08:24:34
