id,product_id,warehouse_id,quantity_on_hand,reorder_level,reorder_quantity,updated_at
cd35ac8a-fd63-4e9d-8a8b-4c3d3d9ae5d1,8c9fb99e-40cd-4fe2-a980-02ec36269a99,78d504a3-39b4-4991-b1b7-9557d3428ff2,434,15,60,2025-01-01T00:00:00
2ba2c6fd-def8-4c83-9949-c9f4d6946a6a,924ff049-28ae-46f8-a62f-9038e512c2c9,78d504a3-39b4-4991-b1b7-9557d3428ff2,315,32,96,2025-01-01T00:00:00
4576e83c-f7d0-4f97-b739-525462d84825,924ff049-28ae-46f8-a62f-9038e512c2c9,8618a91b-2b38-4faa-b40d-0308363b2a61,348,12,60,2025-01-01T00:00:00
b1aced3c-d855-4710-863e-e855bf06a55c,90944231-c618-4ba0-8126-57f7a3e5ddb1,8618a91b-2b38-4faa-b40d-0308363b2a61,368,31,155,2025-01-01T00:00:00
30c71eaa-d739-44fe-a40f-638788861c24,90944231-c618-4ba0-8126-57f7a3e5ddb1,be0b4543-3c61-4879-b9e6-3a01fb650515,280,39,195,2025-01-01T00:00:00
edf6d127-14c0-4613-934d-4d6cb8138de4,90944231-c618-4ba0-8126-57f7a3e5ddb1,78d504a3-39b4-4991-b1b7-9557d3428ff2,259,33,165,2025-01-01T00:00:00
12beeebf-5891-4d90-9b80-212cf409dffb,e1273ab0-7e90-4cbe-ab27-01dc4adf8162,574f8e49-624f-4c82-81a6-66739af2fa27,189,34,68,2025-01-01T00:00:00
538c859b-20d5-47d1-be2a-6cbfcc5d7cea,e1273ab0-7e90-4cbe-ab27-01dc4adf8162,8618a91b-2b38-4faa-b40d-0308363b2a61,141,38,114,2025-01-01T00:00:00
afbdd36b-be01-4fcf-83b5-362ce8676830,71f624c0-faf1-4a0e-b0ca-b1ecab4e3833,8618a91b-2b38-4faa-b40d-0308363b2a61,380,14,56,2025-01-01T00:00:00
fee7322d-c49c-4224-8de6-c35b07aeb1b1,71f624c0-faf1-4a0e-b0ca-b1ecab4e3833,574f8e49-624f-4c82-81a6-66739af2fa27,92,28,56,2025-01-01T00:00:00
fc953923-7319-4669-bf68-8fafbe3dc919,4230d32a-2387-4fc6-b9b4-6443fd220cdf,78d504a3-39b4-4991-b1b7-9557d3428ff2,166,16,32,2025-01-01T00:00:00
a3bd4053-42ee-4f5c-a657-a009279fa80e,4230d32a-2387-4fc6-b9b4-6443fd220cdf,be0b4543-3c61-4879-b9e6-3a01fb650515,86,33,66,2025-01-01T00:00:00
1601db7d-1de0-48bf-80ec-87cb7ade6751,f61f786d-bfbe-4302-9524-3043687e61d5,574f8e49-624f-4c82-81a6-66739af2fa27,152,31,93,2025-01-01T00:00:00
460df978-e555-46f3-b13f-86a2f365f63b,f61f786d-bfbe-4302-9524-3043687e61d5,78d504a3-39b4-4991-b1b7-9557d3428ff2,395,31,124,2025-01-01T00:00:00
aa767280-f19f-4180-9c5a-94cd977ded11,f61f786d-bfbe-4302-9524-3043687e61d5,8618a91b-2b38-4faa-b40d-0308363b2a61,204,27,81,2025-01-01T00:00:00
37488a05-2454-45c3-93e8-db384d9a4478,58f743f3-4320-4cea-a592-1c4e32c5a48e,8618a91b-2b38-4faa-b40d-0308363b2a61,359,18,72,2025-01-01T00:00:00
93ddc3ae-cf31-4a34-bf57-a8f201e982d9,58f743f3-4320-4cea-a592-1c4e32c5a48e,574f8e49-624f-4c82-81a6-66739af2fa27,54,29,116,2025-01-01T00:00:00
0f043708-48d2-479d-bf33-16a144f54c41,58f743f3-4320-4cea-a592-1c4e32c5a48e,be0b4543-3c61-4879-b9e6-3a01fb650515,471,32,160,2025-01-01T00:00:00
a50a23b1-c37e-46ec-91fc-9ac3d584e368,fac6127a-5487-4c5c-a7ea-bb2042509896,be0b4543-3c61-4879-b9e6-3a01fb650515,470,47,94,2025-01-01T00:00:00
05f9e70d-b093-42e8-b26a-f2ec820b0cb7,fac6127a-5487-4c5c-a7ea-bb2042509896,78d504a3-39b4-4991-b1b7-9557d3428ff2,291,42,126,2025-01-01T00:00:00
7c987932-3d31-4d80-b6f8-c57cc9edc89e,c43f017f-7168-44b9-a220-61235d3e7fc6,be0b4543-3c61-4879-b9e6-3a01fb650515,166,24,72,2025-01-01T00:00:00
4201c9aa-4921-4d47-aed1-97281bcd57f1,c43f017f-7168-44b9-a220-61235d3e7fc6,78d504a3-39b4-4991-b1b7-9557d3428ff2,292,24,120,2025-01-01T00:00:00
54e49670-5aef-4eea-8a05-c2511d2e3497,ffaeda83-1622-469b-abf3-ee76b852e44d,be0b4543-3c61-4879-b9e6-3a01fb650515,466,39,156,2025-01-01T00:00:00
ff718981-156e-419a-9522-d49015ee5f52,ffaeda83-1622-469b-abf3-ee76b852e44d,574f8e49-624f-4c82-81a6-66739af2fa27,455,15,60,2025-01-01T00:00:00
bb2bb687-2ff0-40f7-b47c-f1395308d1c7,ffaeda83-1622-469b-abf3-ee76b852e44d,78d504a3-39b4-4991-b1b7-9557d3428ff2,483,22,110,2025-01-01T00:00:00
f36720f3-baab-4527-b942-e254f60cf43e,d549ed7a-7066-4bff-865b-cb96022a4063,78d504a3-39b4-4991-b1b7-9557d3428ff2,263,23,115,2025-01-01T00:00:00
69fcd10d-78bd-439f-bbfd-df0947a2dad0,d549ed7a-7066-4bff-865b-cb96022a4063,574f8e49-624f-4c82-81a6-66739af2fa27,280,45,90,2025-01-01T00:00:00
a80018e7-313f-4f2d-94b6-1a7505982fbb,d549ed7a-7066-4bff-865b-cb96022a4063,be0b4543-3c61-4879-b9e6-3a01fb650515,241,18,54,2025-01-01T00:00:00
702260ee-5c86-4032-bce2-cad6044f227a,ac08b04c-2866-45ef-aa72-41e390c55378,be0b4543-3c61-4879-b9e6-3a01fb650515,427,10,50,2025-01-01T00:00:00
47650524-17d4-4b44-a0c2-6f7d2a7e28da,ac08b04c-2866-45ef-aa72-41e390c55378,8618a91b-2b38-4faa-b40d-0308363b2a61,464,32,128,2025-01-01T00:00:00
9ddb50be-6ec4-4c37-8b81-dafb3cb3f141,2f8623bd-f52c-49b7-a825-da00b11cedbc,8618a91b-2b38-4faa-b40d-0308363b2a61,264,37,185,2025-01-01T00:00:00
10cbd351-70f5-4c1d-aa38-075284776663,b2720e94-d455-49bf-985f-d012a278f2a4,574f8e49-624f-4c82-81a6-66739af2fa27,325,29,116,2025-01-01T00:00:00
a6ee5118-ae98-41ad-9147-0cbba9a76230,b2720e94-d455-49bf-985f-d012a278f2a4,be0b4543-3c61-4879-b9e6-3a01fb650515,350,11,22,2025-01-01T00:00:00
2773c588-7caa-4a97-8741-c65fd5fd3ea4,b2720e94-d455-49bf-985f-d012a278f2a4,78d504a3-39b4-4991-b1b7-9557d3428ff2,121,19,76,2025-01-01T00:00:00
6686d082-ae18-45a4-bfcb-75da435b587c,520f24dd-6e33-4262-b2f4-2b6446c450c1,78d504a3-39b4-4991-b1b7-9557d3428ff2,372,48,240,2025-01-01T00:00:00
e518ca81-77cc-40a0-88cf-9554df7d7a75,520f24dd-6e33-4262-b2f4-2b6446c450c1,574f8e49-624f-4c82-81a6-66739af2fa27,245,23,115,2025-01-01T00:00:00
0106c620-601a-475b-8170-fd998af0b4ef,520f24dd-6e33-4262-b2f4-2b6446c450c1,be0b4543-3c61-4879-b9e6-3a01fb650515,82,44,220,2025-01-01T00:00:00
2d5e368a-b913-44f3-919b-e1042bee2860,6fc7cdff-dbab-44a7-a92b-7f995b8da53d,8618a91b-2b38-4faa-b40d-0308363b2a61,293,16,64,2025-01-01T00:00:00
aff9b793-bf6a-497f-b0e7-d6bccfd60748,09847cdd-7322-4e6e-b847-99bf0ef32825,574f8e49-624f-4c82-81a6-66739af2fa27,281,50,200,2025-01-01T00:00:00
3b4ff036-578f-474b-870a-c836a08595e8,09847cdd-7322-4e6e-b847-99bf0ef32825,78d504a3-39b4-4991-b1b7-9557d3428ff2,97,20,40,2025-01-01T00:00:00
39153dfe-7490-4329-a237-e086907acfa4,09847cdd-7322-4e6e-b847-99bf0ef32825,8618a91b-2b38-4faa-b40d-0308363b2a61,395,45,135,2025-01-01T00:00:00
f76f530e-50cf-46d0-9234-8bc7afb04878,4e1754f0-2d41-4b0e-90c9-df22970bcba3,78d504a3-39b4-4991-b1b7-9557d3428ff2,473,48,240,2025-01-01T00:00:00
74225fe2-320e-4517-a962-7582de0dd598,778f3133-33ce-407c-8d4d-5bbc4f2f1768,574f8e49-624f-4c82-81a6-66739af2fa27,145,22,44,2025-01-01T00:00:00
0b2eafe9-033d-4b18-bc60-d157428977ea,616347f8-352e-430e-a925-3da822f2fb86,574f8e49-624f-4c82-81a6-66739af2fa27,195,23,69,2025-01-01T00:00:00
2357ff9a-b89d-4dc0-a1e4-442f6f759a06,616347f8-352e-430e-a925-3da822f2fb86,8618a91b-2b38-4faa-b40d-0308363b2a61,199,43,86,2025-01-01T00:00:00
34df813a-4e78-4e3a-9a0d-e51c80bb0b8b,c4a84943-18be-47f1-a6fc-4f23d8988ed4,8618a91b-2b38-4faa-b40d-0308363b2a61,79,33,66,2025-01-01T00:00:00
01c473e2-e07d-47f2-a882-0a490c8cb9d1,c4a84943-18be-47f1-a6fc-4f23d8988ed4,78d504a3-39b4-4991-b1b7-9557d3428ff2,137,30,150,2025-01-01T00:00:00
3d6567d0-f457-4a7c-8c83-519ecaf0a38b,994ec596-4ee2-4dc9-bd25-dff39bf77520,be0b4543-3c61-4879-b9e6-3a01fb650515,130,17,51,2025-01-01T00:00:00
7b83a5cc-66ea-4fa7-aa1f-150354993fbe,994ec596-4ee2-4dc9-bd25-dff39bf77520,78d504a3-39b4-4991-b1b7-9557d3428ff2,324,36,180,2025-01-01T00:00:00
cef9089d-369e-4076-bd4b-bdae5cf6523c,79f083f3-ec93-412f-8f6e-b560ab09afd3,574f8e49-624f-4c82-81a6-66739af2fa27,85,34,102,2025-01-01T00:00:00
017b0ece-e825-4992-95fc-2bfb375c59f9,79f083f3-ec93-412f-8f6e-b560ab09afd3,be0b4543-3c61-4879-b9e6-3a01fb650515,116,23,92,2025-01-01T00:00:00
07b76fc0-1a39-4b18-a7fa-ca6050d5b5fb,79f083f3-ec93-412f-8f6e-b560ab09afd3,78d504a3-39b4-4991-b1b7-9557d3428ff2,271,40,120,2025-01-01T00:00:00
e6903253-13f8-49d2-ab40-40e56fa42e24,2cd5237e-1b3c-4eb9-a639-f8d3ab030d40,574f8e49-624f-4c82-81a6-66739af2fa27,344,29,87,2025-01-01T00:00:00
6b99c5eb-c6d4-4dc6-b466-ded54b350f4f,2cd5237e-1b3c-4eb9-a639-f8d3ab030d40,8618a91b-2b38-4faa-b40d-0308363b2a61,307,39,156,2025-01-01T00:00:00
581ebbb1-6e3e-4921-8fce-db52cf2cdc19,2cd5237e-1b3c-4eb9-a639-f8d3ab030d40,78d504a3-39b4-4991-b1b7-9557d3428ff2,153,10,30,2025-01-01T00:00:00
40db7826-ff60-4466-86c7-e1f81f99e846,a230a510-f18a-4dbc-97c2-6493da50dc95,8618a91b-2b38-4faa-b40d-0308363b2a61,82,35,105,2025-01-01T00:00:00
54323690-3456-4104-9ca6-06eaf41329ec,a230a510-f18a-4dbc-97c2-6493da50dc95,be0b4543-3c61-4879-b9e6-3a01fb650515,319,31,155,2025-01-01T00:00:00
437837d9-766b-4473-8d91-f1c6e2603d21,f5fc8474-0f63-4350-ad4d-3e05cbe1291b,574f8e49-624f-4c82-81a6-66739af2fa27,286,46,92,2025-01-01T00:00:00
376d05bb-c709-4d40-b7e1-a956cc972bbf,f5fc8474-0f63-4350-ad4d-3e05cbe1291b,8618a91b-2b38-4faa-b40d-0308363b2a61,427,15,60,2025-01-01T00:00:00
d293fc39-6e95-4163-adfb-dc360ca5afa8,e79253ed-3a72-4a75-a245-459ee1fc1e1d,8618a91b-2b38-4faa-b40d-0308363b2a61,283,32,128,2025-01-01T00:00:00
4d8feff7-969c-4c55-956c-39ca6a69930a,e79253ed-3a72-4a75-a245-459ee1fc1e1d,be0b4543-3c61-4879-b9e6-3a01fb650515,250,49,147,2025-01-01T00:00:00
608bff52-fa94-4cd1-9635-18c01cbc2a19,e79253ed-3a72-4a75-a245-459ee1fc1e1d,574f8e49-624f-4c82-81a6-66739af2fa27,262,25,75,2025-01-01T00:00:00
8cb3ceac-36bb-40b9-ba0f-77ec1103446a,451a830b-74c3-4c82-b3e3-35a007108fd5,6b767918-233a-466f-8a09-289b295c7d6f,425,37,185,2025-01-01T00:00:00
d92a0720-5d99-4aae-b4d1-56018ab0127c,451a830b-74c3-4c82-b3e3-35a007108fd5,55ab4457-f0ec-4980-a436-2143da3feebb,246,21,42,2025-01-01T00:00:00
7fb3a6f8-9a8d-4ebb-b2c4-fb132ea48375,451a830b-74c3-4c82-b3e3-35a007108fd5,0962d35c-a6e8-4eca-baa5-2a0042694d94,251,12,36,2025-01-01T00:00:00
f0e5a32e-a282-4486-95a6-c24d70a10024,dc8bc93d-6732-47e7-8a18-d2bab937e0a6,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,190,50,200,2025-01-01T00:00:00
4b004792-7ebe-481c-bfc7-c1481e49e5ee,729693d7-2960-451e-86e5-257f31d0ac51,6b767918-233a-466f-8a09-289b295c7d6f,84,23,115,2025-01-01T00:00:00
3e80d901-03f3-40c2-899c-f3ad16dc627d,729693d7-2960-451e-86e5-257f31d0ac51,55ab4457-f0ec-4980-a436-2143da3feebb,260,45,90,2025-01-01T00:00:00
5934a81b-d9b7-4e84-820a-b0d72c3529e8,729693d7-2960-451e-86e5-257f31d0ac51,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,238,14,28,2025-01-01T00:00:00
d9cb934b-35c2-449e-ad91-a4ab424e559c,7dff0732-937d-4b44-b66e-e7e97c0993a5,6b767918-233a-466f-8a09-289b295c7d6f,442,30,150,2025-01-01T00:00:00
c0645f76-ba78-4f72-a487-ea08f2e40b2a,7dff0732-937d-4b44-b66e-e7e97c0993a5,55ab4457-f0ec-4980-a436-2143da3feebb,280,20,80,2025-01-01T00:00:00
706a157c-46ed-42a9-9b8b-04bb006ace01,7dff0732-937d-4b44-b66e-e7e97c0993a5,0962d35c-a6e8-4eca-baa5-2a0042694d94,156,42,84,2025-01-01T00:00:00
71271287-1edc-4b5a-816d-51c2e962cb60,f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,0962d35c-a6e8-4eca-baa5-2a0042694d94,63,14,70,2025-01-01T00:00:00
a97ef846-3b64-4756-bbef-73aed15113ef,f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,55ab4457-f0ec-4980-a436-2143da3feebb,245,31,155,2025-01-01T00:00:00
b5375e92-5129-4649-9fea-630180f76d50,ee2f94ca-5305-4a9e-91ee-cf8fcdaca02e,6b767918-233a-466f-8a09-289b295c7d6f,253,12,24,2025-01-01T00:00:00
d64fdbf0-45f0-43a2-af1e-340b8c14d514,0c05f074-6565-47ba-a6e2-7dec9364d060,55ab4457-f0ec-4980-a436-2143da3feebb,108,18,72,2025-01-01T00:00:00
4f73a3ed-deb3-4d3b-836f-64753baf8806,0c05f074-6565-47ba-a6e2-7dec9364d060,0962d35c-a6e8-4eca-baa5-2a0042694d94,393,39,195,2025-01-01T00:00:00
1d094aff-dd60-4b85-9d4c-24f002d5a66d,9d41a7c0-7270-4cba-b4a8-440ae0580451,55ab4457-f0ec-4980-a436-2143da3feebb,84,15,45,2025-01-01T00:00:00
76c0eaff-83de-4050-a599-d64fbd2e1a13,9d41a7c0-7270-4cba-b4a8-440ae0580451,0962d35c-a6e8-4eca-baa5-2a0042694d94,415,38,114,2025-01-01T00:00:00
0569813b-5831-46d6-aa32-663b1a27a16d,3438e861-d142-4b94-abcc-c9070062d756,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,470,27,81,2025-01-01T00:00:00
83e72a82-9385-4e1c-b6a3-5750c92e08c8,3438e861-d142-4b94-abcc-c9070062d756,6b767918-233a-466f-8a09-289b295c7d6f,137,11,22,2025-01-01T00:00:00
d3567b30-2d00-45bb-9d73-0bfaaa30a820,a2b9d406-2a48-49a3-9a4d-fd0154fb93f0,0962d35c-a6e8-4eca-baa5-2a0042694d94,200,17,85,2025-01-01T00:00:00
07675599-0c02-44cf-b3c7-2c39f77f42b8,51f7c243-3b83-415a-a943-0a9a6431ce7d,6b767918-233a-466f-8a09-289b295c7d6f,89,10,40,2025-01-01T00:00:00
4231b4ac-f2ed-4fa4-87e7-bdacd96bf0b6,14734e34-9f7a-4207-b247-5d966fc8612f,0962d35c-a6e8-4eca-baa5-2a0042694d94,275,32,96,2025-01-01T00:00:00
67f7ed62-51b7-4934-b6af-0b7b55c52463,bc3a6de5-8832-49cf-8809-2fc09b203f4b,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,415,12,36,2025-01-01T00:00:00
7037b22a-e8d3-4b94-a1ff-9b66169561a0,13df3b64-d3a9-4406-a253-f069392c7d7a,0962d35c-a6e8-4eca-baa5-2a0042694d94,406,13,26,2025-01-01T00:00:00
53923fa6-56a2-4615-8c11-42cf711ca514,13df3b64-d3a9-4406-a253-f069392c7d7a,55ab4457-f0ec-4980-a436-2143da3feebb,249,29,145,2025-01-01T00:00:00
baa7c6dd-8420-49ad-8591-09d8358c0f51,3903ee7b-8308-4a7a-b59c-739db2f0a93f,55ab4457-f0ec-4980-a436-2143da3feebb,356,10,20,2025-01-01T00:00:00
a37701b0-5253-4a53-8a2c-e5280c1aad71,07fcdeee-418d-4c03-9755-c1474d974d9f,55ab4457-f0ec-4980-a436-2143da3feebb,442,22,66,2025-01-01T00:00:00
89efea66-a765-4f4a-924f-58b7fd524cfb,07fcdeee-418d-4c03-9755-c1474d974d9f,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,241,25,75,2025-01-01T00:00:00
194a14a3-b609-45d7-85e5-f58491832ae1,088cc24b-3a3a-465f-ad62-04703b90faab,6b767918-233a-466f-8a09-289b295c7d6f,58,36,72,2025-01-01T00:00:00
8db18618-200d-40f8-a768-55cc1ffd1980,0709044b-f6f6-40ec-8665-2a4af08a9225,6b767918-233a-466f-8a09-289b295c7d6f,222,22,44,2025-01-01T00:00:00
34e5b761-e18d-4aa4-bc06-c22c6098ef71,164e9747-efe6-4c5e-960f-5d3229d4c884,55ab4457-f0ec-4980-a436-2143da3feebb,99,20,60,2025-01-01T00:00:00
54fa12a6-ac7e-40b9-8986-ac6f9979f06b,2fa1495e-2842-4def-97e9-f0ae8bf630ca,6b767918-233a-466f-8a09-289b295c7d6f,262,42,84,2025-01-01T00:00:00
0e178275-2e61-412b-b635-f94e199ab338,80fff6c2-4945-4865-b9c2-cff28f93effc,0962d35c-a6e8-4eca-baa5-2a0042694d94,215,45,135,2025-01-01T00:00:00
735c9720-9406-4977-b672-c3719682a5f0,80fff6c2-4945-4865-b9c2-cff28f93effc,6b767918-233a-466f-8a09-289b295c7d6f,369,23,115,2025-01-01T00:00:00
691aac1f-4771-4f35-a7df-ca479fb81e4c,28664619-ff24-4694-b930-1a5dbe6091f1,0962d35c-a6e8-4eca-baa5-2a0042694d94,111,24,72,2025-01-01T00:00:00
fd059b61-d1bf-4c0b-bed5-3eea5cf4cdca,28664619-ff24-4694-b930-1a5dbe6091f1,6b767918-233a-466f-8a09-289b295c7d6f,104,32,128,2025-01-01T00:00:00
3ad3af62-93bc-4d18-b882-ded6307adf6f,4070bc47-530a-4ef9-9755-063a0fb7b092,55ab4457-f0ec-4980-a436-2143da3feebb,57,35,140,2025-01-01T00:00:00
759a86b7-9d0a-4b34-9745-18589652c401,2ed0ec87-124f-46cc-9a55-8894981c7536,6b767918-233a-466f-8a09-289b295c7d6f,249,23,115,2025-01-01T00:00:00
ea87f4e4-b62b-4ae4-8d7c-2b7a0e88895a,e538f647-8acc-4b56-b553-38ba907d2961,0962d35c-a6e8-4eca-baa5-2a0042694d94,83,27,108,2025-01-01T00:00:00
0a2ed66c-bf94-4461-9043-79feac962656,15c9839c-062e-403b-8fa0-6bdd223273c1,55ab4457-f0ec-4980-a436-2143da3feebb,84,23,115,2025-01-01T00:00:00
9d295483-e98a-4a5a-88d0-8bca79e28c04,a7c78358-cfd6-42ae-8abf-d274b0635e4e,0962d35c-a6e8-4eca-baa5-2a0042694d94,442,48,240,2025-01-01T00:00:00
7d1adc28-e7f4-4ba7-96a8-b1ebc3d75622,a7c78358-cfd6-42ae-8abf-d274b0635e4e,55ab4457-f0ec-4980-a436-2143da3feebb,102,44,132,2025-01-01T00:00:00
05f8e8f7-002d-4804-bc31-5182114825c8,e684455d-3e26-40f5-ba9e-95fd0a57c1e0,0962d35c-a6e8-4eca-baa5-2a0042694d94,98,48,192,2025-01-01T00:00:00
eb2b1c5c-1201-4b4f-96ef-da1812037cbb,e684455d-3e26-40f5-ba9e-95fd0a57c1e0,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,373,34,102,2025-01-01T00:00:00
617d5ba1-ff8c-46af-b05f-3d7ec36834a2,168ba32d-8e42-491c-9b74-57ef541328c4,55ab4457-f0ec-4980-a436-2143da3feebb,139,50,200,2025-01-01T00:00:00
3c900fa8-481a-45f0-89fb-f60480eb0fc7,168ba32d-8e42-491c-9b74-57ef541328c4,6b767918-233a-466f-8a09-289b295c7d6f,485,40,80,2025-01-01T00:00:00
b5bcc0ef-9627-4c3c-8b1f-ac00be58af93,765d48f9-55e1-4afb-9861-bad8aadbf156,0962d35c-a6e8-4eca-baa5-2a0042694d94,59,48,240,2025-01-01T00:00:00
3cb674f9-e5e9-42d2-a993-b2dad05b1ea4,765d48f9-55e1-4afb-9861-bad8aadbf156,55ab4457-f0ec-4980-a436-2143da3feebb,245,42,126,2025-01-01T00:00:00
ec907d5f-557e-42db-9c04-79a4293aa670,0257b008-13d2-4282-9e0c-4cc89e42e37d,55ab4457-f0ec-4980-a436-2143da3feebb,350,10,30,2025-01-01T00:00:00
7a9f7d9e-1a19-4d79-b529-261a84b0d193,0257b008-13d2-4282-9e0c-4cc89e42e37d,6b767918-233a-466f-8a09-289b295c7d6f,60,49,98,2025-01-01T00:00:00
e2c2c85a-1e4a-4c6d-ae59-22da82f25fa8,0257b008-13d2-4282-9e0c-4cc89e42e37d,0962d35c-a6e8-4eca-baa5-2a0042694d94,208,25,125,2025-01-01T00:00:00
c7e00946-f04e-4699-9dc9-f9fea0e3a68b,f8e1ed7d-720a-4c72-8d8b-69736c725d37,6b767918-233a-466f-8a09-289b295c7d6f,367,15,30,2025-01-01T00:00:00
65bacc00-4c9f-4a03-9114-8646da985866,a041a7be-5532-45cd-a918-2db954a57ac1,6b767918-233a-466f-8a09-289b295c7d6f,241,41,164,2025-01-01T00:00:00
7ea1c8e2-586a-4a6c-9e63-07e61c73d758,8dcf7b02-2406-43bb-8a6a-998d4df436f8,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,127,34,102,2025-01-01T00:00:00
be49f789-d137-46a7-b202-4c73c4fda10d,6b475483-1625-4f2c-b117-351cf1655410,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,69,25,125,2025-01-01T00:00:00
48cb8190-e4f9-44af-add2-2d7dcc8abf0a,6b475483-1625-4f2c-b117-351cf1655410,6b767918-233a-466f-8a09-289b295c7d6f,428,31,93,2025-01-01T00:00:00
d505274e-6213-4b91-871e-681481e0caa8,6b475483-1625-4f2c-b117-351cf1655410,0962d35c-a6e8-4eca-baa5-2a0042694d94,192,30,60,2025-01-01T00:00:00
ac216f7d-ff5b-49c1-87d2-0853942c876d,ddf8f739-f37c-408f-a2b1-4f8d4127d422,0962d35c-a6e8-4eca-baa5-2a0042694d94,455,36,144,2025-01-01T00:00:00
cc57a5d6-0389-4023-8ded-15d720449343,ddf8f739-f37c-408f-a2b1-4f8d4127d422,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,434,11,33,2025-01-01T00:00:00
7ace34d3-c07b-4f94-90ca-bc448f78046e,ddf8f739-f37c-408f-a2b1-4f8d4127d422,6b767918-233a-466f-8a09-289b295c7d6f,483,31,124,2025-01-01T00:00:00
704314d9-1205-4651-bf26-b1bd5fa4ffc3,1360ad3c-8e40-4cc2-bd36-fbe041a68aa3,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,155,44,88,2025-01-01T00:00:00
b91cd4bc-d26f-4b82-bb8b-fe4ee9f705a6,e51e77e7-dd7b-4b92-bb09-9b63885b9ee3,0962d35c-a6e8-4eca-baa5-2a0042694d94,177,24,120,2025-01-01T00:00:00
c949f62c-1db0-44bd-bb21-90c1949eaaa4,e51e77e7-dd7b-4b92-bb09-9b63885b9ee3,55ab4457-f0ec-4980-a436-2143da3feebb,316,30,90,2025-01-01T00:00:00
e6fdddd6-048d-42af-999a-e3dbd1c38399,e51e77e7-dd7b-4b92-bb09-9b63885b9ee3,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,276,50,100,2025-01-01T00:00:00
d7e428a2-e656-45a7-b354-72d765312f8b,00ede939-073c-446d-8072-4a605f0a5e70,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,495,41,82,2025-01-01T00:00:00
0c090d9d-29e0-4930-97b0-1b7dd6377fd0,8131c7ee-af84-4d9e-9b47-bf8565df23fb,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,76,50,150,2025-01-01T00:00:00
91e1f7fe-7b20-4510-bcee-54e25c34396e,dc9a1aa5-fde8-4582-b113-bd697b75593a,0962d35c-a6e8-4eca-baa5-2a0042694d94,114,15,45,2025-01-01T00:00:00
8040fd15-61fb-4b2b-ab67-bb2094938f16,a309c1dc-5aa3-4dbd-b16e-08fef8debb43,0962d35c-a6e8-4eca-baa5-2a0042694d94,331,23,69,2025-01-01T00:00:00
d13618b3-1ad2-4179-ad21-3db14e1f7b98,a309c1dc-5aa3-4dbd-b16e-08fef8debb43,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,309,15,75,2025-01-01T00:00:00
4e018e5d-5dfa-48f5-8ea0-370463a9ea38,a309c1dc-5aa3-4dbd-b16e-08fef8debb43,6b767918-233a-466f-8a09-289b295c7d6f,421,39,156,2025-01-01T00:00:00
394bb902-b8b1-42f0-afd4-8e134ab48a9e,f0541c66-02a9-4f29-8b7b-978bd961c099,55ab4457-f0ec-4980-a436-2143da3feebb,419,22,66,2025-01-01T00:00:00
240a33ee-3e27-4ff4-ab53-bc5c5fb224ab,00838c15-5890-4bdb-bd1a-420d14f3d80a,55ab4457-f0ec-4980-a436-2143da3feebb,140,48,144,2025-01-01T00:00:00
d3664ac9-4f27-4e35-9655-df872fb1b56b,00838c15-5890-4bdb-bd1a-420d14f3d80a,0962d35c-a6e8-4eca-baa5-2a0042694d94,205,28,140,2025-01-01T00:00:00
ff10f8ee-0a8d-4948-9d89-6a6d5e6b6c3b,2b459446-db1d-415c-8375-51e0682d2aff,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,153,27,135,2025-01-01T00:00:00
4fb68bea-58a4-4b5c-8d14-1f135d6b840f,2b459446-db1d-415c-8375-51e0682d2aff,0962d35c-a6e8-4eca-baa5-2a0042694d94,90,33,165,2025-01-01T00:00:00
2fd5a407-9053-4904-b96d-8b0d809f0dae,2b459446-db1d-415c-8375-51e0682d2aff,6b767918-233a-466f-8a09-289b295c7d6f,243,20,100,2025-01-01T00:00:00
4de98666-a91c-4502-8d36-8d70b720c635,a06f1df5-be73-410d-8c85-d463df710286,ccb957cd-dfcb-4bd6-9734-bb8509a44acb,266,42,210,2025-01-01T00:00:00
36f5c326-d57d-4787-8a34-2f704869b448,a06f1df5-be73-410d-8c85-d463df710286,55ab4457-f0ec-4980-a436-2143da3feebb,439,19,95,2025-01-01T00:00:00
8a03e0f3-1b6d-4acc-a256-9f29e92fac5c,041545d2-8183-4673-858f-240559cd6542,55ab4457-f0ec-4980-a436-2143da3feebb,440,34,170,2025-01-01T00:00:00
